

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.



queryDateTime:2015-08-18T07:55:14PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA(deg)|DEC(deg)|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Distance (arcmin)|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
207|2dFGRS S904Z081|  2.50975 | -15.37497 |G|  3418| 0.011400 |:   |18.09|  0.000|2|0|1|2|1|0|0
208|2MASX J00100316-2953157|  2.51325 | -29.88769 |G|  5785| 0.019297 |    |14.9I|  0.000|2|0|13|0|1|2|0
209|PPS2 057|  2.52265 |  33.25148 |GGroup|  4801| 0.016014 |    |     |  0.000|1|0|0|0|0|0|0
210|MCG -01-01-042|  2.52829 |  -6.32117 |G|  3850| 0.012842 |    |15   |  0.000|9|0|9|2|3|3|0
211|[M98j] 001|  2.54588 |  25.87815 |GGroup|  4559| 0.015207 |    |     |  0.000|2|0|0|0|0|0|0
212|UGC 00093|  2.56954 |  30.84947 |G|  4951| 0.016515 |    |14.8 |  0.000|31|0|26|4|4|9|0
213|GALEXASC J001019.07-275006.8  |  2.57963 | -27.83519 |G|  3007| 0.010031 |    |16.21|  0.000|5|0|4|1|1|0|1
214|ESO 241- G 022|  2.60567 | -46.49203 |G|  5996| 0.020000 |    |14.17|  0.000|13|2|22|4|0|16|0
215|KUG 0007+140|  2.60623 |  14.28974 |G|  5460| 0.018213 |    |15.9g|  0.000|11|0|47|3|3|10|0
216|NGC 0026|  2.60779 |  25.83183 |G|  4592| 0.015317 |    |13.62|  0.000|78|3|38|7|9|7|0
217|GALEXASC J001030.49-120210.2  |  2.62725 | -12.03644 |G|  5978| 0.019940 |    |19.15|  0.000|1|0|6|1|0|0|0
218|LDCE 0006|  2.63750 |  47.83472 |GGroup|  5168| 0.017239 |    |     |  0.000|1|0|0|0|1|0|0
219|NGC 0019|  2.67029 |  32.98308 |G|  4788| 0.015971 |    |13.99|  0.000|51|4|28|6|3|7|0
220|2MASX J00104333-6306083|  2.68050 | -63.10236 |G|  3867| 0.012900 |    |16.31|  0.000|3|0|14|3|1|2|0
221|NGC 0021|  2.69542 |  33.35283 |G|  4770| 0.015911 |    |13.51|  0.000|60|3|32|8|10|7|0
222|SDSS J001101.44+004415.5|  2.75602 |   0.73766 |WD*|  5996| 0.020000 |PHOT|19.9g|  0.000|2|0|15|1|1|4|0
223|NGC 0017|  2.77729 | -12.10731 |G|  5881| 0.019617 |    |15.25|  0.000|240|9|165|4|12|6|0
224|LCRS B000837.5-391556|  2.78633 | -38.98761 |G|  3195| 0.010657 |    |15.36|  0.000|6|0|11|3|2|2|0
225|NGC 0035|  2.79368 | -12.02093 |G|  5964| 0.019894 |    |14.74|  0.000|15|1|25|4|1|3|0
226|SDSS J001112.35+004149.5|  2.80147 |   0.69709 |G|  2998| 0.010000 |PHOT|20.8g|  0.000|1|0|17|1|1|4|0
227|GALEXASC J001125.79-120321.5  |  2.85796 | -12.05567 |G|  5763| 0.019223 |    |     |  0.000|2|0|5|0|0|0|0
228|ESO 078-IG 018|  2.86205 | -63.12870 |G|  3927| 0.013100 |    |15.68|  0.000|5|1|15|5|1|12|0
229|AGC 102749|  2.90833 |  30.29000 |RadioS|  4612| 0.015384 |    |     |  0.000|1|0|0|0|1|0|0
230|SDSS J001143.18+142801.1|  2.92994 |  14.46700 |G|  5209| 0.017375 |    |17.2g|  0.000|6|0|36|2|3|8|0
231|SDSS J001144.81+143213.6|  2.93671 |  14.53711 |G|  5127| 0.017102 |    |18.1g|  0.000|5|0|21|1|1|4|0
232|UGC 00110|  3.00542 |  26.39389 |G|  4507| 0.015034 |    |14.98|  0.000|23|0|13|3|6|3|0
233|IC 0003|  3.02537 |  -0.41522 |G|  5435| 0.018130 |    |14.7g|  0.000|15|0|54|6|5|10|0
234|UGC 00112|  3.03683 |  41.75342 |G|  5015| 0.016728 |    |17.  |  0.000|18|0|16|2|3|3|0
235|2MASX J00121162-1055413|  3.04844 | -10.92813 |G|  5375| 0.017929 |    |15.2g|  0.000|10|0|49|4|3|10|0
236|SDSS J001212.41-110010.4|  3.05172 | -11.00291 |G|  5359| 0.017876 |    |18.3g|  0.000|5|0|39|3|1|8|0
237|AGC 102751|  3.05625 |  31.74694 |RadioS|  4790| 0.015978 |    |     |  0.000|1|0|0|0|1|0|0
238|NGC 0039|  3.07858 |  31.06108 |G|  4857| 0.016201 |    |14.21|  0.000|35|0|27|5|8|7|0
239|PPS2 059|  3.09871 |  30.92803 |GGroup|  4753| 0.015854 |    |     |  0.000|1|0|0|0|0|0|0
240|SDSS J001226.18+144550.4|  3.10910 |  14.76403 |G|  5269| 0.017575 |    |18.1g|  0.000|5|0|36|2|2|8|0
241|SDSS J001228.79+153321.5|  3.12000 |  15.55600 |G|  5641| 0.018816 |    |18.3g|  0.000|5|0|20|1|3|4|0
242|GALEXASC J001243.37-253752.8  |  3.18067 | -25.63125 |G|  3508| 0.011700 |    |18.97|  0.000|1|0|5|2|1|0|0
243|NGC 0041|  3.19988 |  22.02339 |G|  5949| 0.019844 |    |14.63|  0.000|30|0|23|5|5|5|0
244|UGC 00117|  3.22713 |  33.36139 |G|  4756| 0.015864 |    |14.78|  0.000|21|0|17|3|4|7|0
245|NGC 0042|  3.23477 |  22.10032 |G|  5981| 0.019950 |    |14.76|  0.000|19|1|11|3|3|7|0
246|ESDO F538-11|  3.23576 |  18.53989 |G|  5514| 0.018393 |    |17.6 |  0.000|4|0|1|0|0|0|0
247|MCG -01-01-049|  3.23871 |  -5.52425 |G|  5402| 0.018019 |    |14.5 |  0.000|11|0|5|2|2|1|0
248|NGC 0043|  3.25312 |  30.91528 |G|  4785| 0.015961 |    |13.60|  0.000|34|0|21|4|8|7|0
249|UGC 00121|  3.25329 |  39.24592 |G|  4613| 0.015387 |    |15.09|  0.000|21|0|16|3|4|7|0
250|LDCE 0009|  3.27292 |  30.95278 |GTrpl|  4811| 0.016048 |    |     |  0.000|3|0|0|0|2|0|0
251|NGC 0043 GROUP|  3.27417 |  30.97800 |GTrpl|  4797| 0.016000 |    |     |  0.000|1|0|0|0|0|0|0
252|[M98j] 002|  3.27423 |  30.96132 |GGroup|  4804| 0.016024 |    |     |  0.000|1|0|0|0|0|0|0
253|2MASX J00132673-2827135|  3.36137 | -28.45375 |G|  4347| 0.014500 |    |16.97|  0.000|1|0|10|2|1|2|1
254|SARS 002.72883-28.73183|  3.36139 | -28.45344 |G|  4303| 0.014353 |    |17.29|  0.000|6|0|0|0|2|0|1
255|IC 0004|  3.36225 |  17.48644 |G|  5004| 0.016692 |    |14.04|  0.000|33|1|35|6|6|7|0
256|MCG -01-01-052|  3.39333 |  -5.09311 |G|  5404| 0.018026 |    |14.11|  0.000|27|0|20|2|2|5|0
257|HIPASS J0013-26|  3.40875 | -26.75111 |G|  4872| 0.016251 |    |     |  0.000|3|0|1|0|1|0|0
258|CGCG 549-024|  3.42546 |  48.69543 |G|  5187| 0.017302 |    |15.1 |  0.000|7|0|1|3|2|1|1
259|SDSS J001343.98+002218.2|  3.43333 |   0.37169 |G|  3958| 0.013201 |    |17.9g|  0.000|4|0|29|2|2|4|0
260|SDSS J001345.41-095603.7|  3.43925 |  -9.93437 |G|  3837| 0.012799 |    |17.4g|  0.000|4|0|36|3|2|8|0
261|IC 1534|  3.43933 |  48.15137 |G|  5224| 0.017425 |    |14.8 |  0.000|17|2|14|4|2|7|0
262|UGC 00128|  3.46208 |  35.99417 |G|  4531| 0.015114 |    |16.5 |  0.000|50|2|13|2|5|5|0
263|GALEXASC J001352.00-070552.3  |  3.46671 |  -7.09781 |G|  5533| 0.018456 |    |16.31|  0.000|3|0|5|1|1|0|0
264|2MASX J00135282+1557423|  3.46996 |  15.96178 |G|  5589| 0.018642 |    |16.7g|  0.000|4|0|44|2|2|10|0
265|UGC 00127|  3.48542 |  26.96750 |G|  4683| 0.015621 |    |16.5 |  0.000|16|0|5|1|4|5|0
266|UGC 00130|  3.48717 |  30.88294 |G|  4782| 0.015951 |    |14.7 |  0.000|35|1|18|4|9|5|0
267|IC 1535|  3.48892 |  48.15797 |G|  5231| 0.017449 |    |15.2 |  0.000|23|1|16|3|2|5|0
268|CGCG 456-041|  3.48895 |  17.97953 |G|  5355| 0.017862 |    |15.7 |  0.000|8|0|6|2|2|0|1
269|ESO 050- G 006|  3.49587 | -70.02267 |G|  4187| 0.013966 |    |14.48|  0.000|16|1|22|2|4|16|0
270|GALEXASC J001400.64-303053.2  |  3.50321 | -30.51492 |G|  3598| 0.012000 |:   |19.40|  0.000|2|0|5|2|1|0|0
271|USGC U011|  3.51875 |  48.30139 |GGroup|  5141| 0.017148 |    |     |  0.000|1|0|0|0|0|0|0
272|WBL 005|  3.53300 |  48.21123 |GGroup|  3571| 0.011910 |    |     |  0.000|1|0|0|0|0|0|0
273|GALEXASC J001408.37-353647.7  |  3.53467 | -35.61336 |G|  3287| 0.010964 |    |15.3R|  0.000|4|0|4|0|1|0|2
274|HIPASS J0014-35|  3.54042 | -35.63194 |G|  3284| 0.010953 |    |     |  0.000|2|0|1|0|1|0|0
275|ESO 002- G 005|  3.54154 | -83.05878 |G|  4593| 0.015321 |    |18.0b|  0.000|3|1|13|1|1|3|0
276|UZC-CG 004|  3.54167 |  48.20278 |GGroup|  5127| 0.017102 |    |     |  0.000|2|0|0|0|0|0|0
277|6dF J0014113-502235|  3.54763 | -50.37636 |G|  3154| 0.010521 |    |19.5b|  0.000|1|0|1|0|1|0|0
278|UGC 00135|  3.55333 |   7.41128 |G|  5836| 0.019467 |    |17.2 |  0.000|17|0|13|3|4|5|0
279|ESO 111- G 019|  3.55610 | -61.73081 |G|  3770| 0.012577 |    |16.59|  0.000|5|0|11|4|1|11|0
280|IC 1536|  3.57921 |  48.14329 |G|  5106| 0.017032 |    |15.7 |  0.000|16|0|16|4|1|4|0
281|2MASX J00142204+4816525|  3.59183 |  48.28128 |G|  5019| 0.016742 |    |     |  0.000|1|0|9|0|0|2|0
282|NGC 0049|  3.59345 |  48.24660 |G|  4774| 0.015924 |    |14.7 |  0.000|18|2|15|4|2|7|0
283|2dFGRS S552Z005|  3.61429 | -34.97844 |G|  3418| 0.011400 |    |18.82|  0.000|1|0|1|2|1|0|0
284|SDSS J001428.38-090202.7|  3.61826 |  -9.03411 |PofG|  5539| 0.018476 |    |18.3g|  0.000|5|0|35|2|2|8|0
285|UM 217 NED01|  3.62013 |  -0.74554 |HII|  4134| 0.013790 |    |18.7g|  0.000|4|0|15|1|0|4|0
286|NGC 0047|  3.62767 |  -7.16744 |G|  5700| 0.019013 |    |13.50|  0.000|24|1|26|3|5|6|0
287|UGC 00139|  3.63271 |  -0.73756 |G|  3963| 0.013219 |    |14.3g|  0.000|91|3|67|6|10|11|0
288|NGC 0051|  3.64548 |  48.25569 |G|  5351| 0.017849 |    |14.1 |  0.000|25|3|13|5|3|7|0
289|MRK 0546|  3.64699 |  -1.54762 |G|  3974| 0.013256 |    |16.5 |  0.000|24|1|22|4|2|2|0
290|AGC 102906|  3.64875 |  29.40889 |RadioS|  5316| 0.017732 |    |     |  0.000|1|0|0|0|1|0|0
291|MRK 1138|  3.65212 |   8.27958 |G|  5020| 0.016745 |    |16.5 |  0.000|11|0|12|1|2|2|0
292|HIPASS J0014+07|  3.66583 |   7.51611 |G|  3514| 0.011721 |    |     |  0.000|2|0|0|0|1|0|0
293|NGC 0052|  3.66712 |  18.58203 |G|  5392| 0.017986 |    |14.34|  0.000|37|1|27|4|6|6|0
294|MCG -01-01-057|  3.66821 |  -7.29592 |G|  5361| 0.017882 |    |15.32|  0.000|11|1|14|2|2|4|0
295|MCG -01-01-056|  3.67129 |  -7.27983 |G|  5144| 0.017159 |    |16   |  0.000|7|1|9|1|1|3|0
296|NGC 0053|  3.67854 | -60.32875 |G|  4568| 0.015237 |    |13.33|  0.000|32|4|29|5|5|17|0
297|NGC 0050|  3.68571 |  -7.34508 |G|  5701| 0.019016 |    |13.30|  0.000|31|2|12|1|4|5|0
298|HDCE 0009|  3.69667 |  -7.23778 |GGroup|  5290| 0.017646 |    |     |  0.000|4|0|0|0|1|0|0
299|2MASX J00144759-0213299|  3.69825 |  -2.22500 |G|  5438| 0.018139 |    |16.59|  0.000|3|0|14|1|1|2|0
300|SARS 003.06913-29.18692|  3.70092 | -28.90894 |G|  4617| 0.015400 |    |17.99|  0.000|3|0|5|2|2|0|0
301|ESO 002- G 006|  3.70996 | -86.99311 |G|  5049| 0.016842 |    |9.80K|  0.000|5|1|13|1|1|5|0
302|AGC 748783|  3.73208 |  14.21667 |RadioS|  5543| 0.018489 |    |     |  0.000|1|0|0|0|1|0|0
303|ABELL 2744:[BPB2009] 18597|  3.74375 | -30.29958 |G|  3118| 0.010400 |    |21.6R|  0.000|1|0|0|0|1|0|0
304|SDSS J001500.08-110803.9|  3.75035 | -11.13443 |G|  3348| 0.011168 |    |17.8g|  0.000|6|0|47|3|2|8|0
305|ESO 241- G 027|  3.76125 | -43.29208 |G|  3272| 0.010914 |    |15.68|  0.000|6|1|11|3|1|12|0
306|2MFGC 00182|  3.77050 |  -2.05192 |G|  5522| 0.018419 |    |16.81|  0.000|4|0|14|1|1|2|0
307|WEIN 010|  3.77237 |  60.61303 |G|  4512| 0.015050 |    |     |  0.000|9|0|11|0|0|2|0
308|2MASX J00150533+1503597|  3.77239 |  15.06658 |G|  5430| 0.018111 |    |15.8g|  0.000|4|0|44|2|2|10|1
309|CGCG 433-038|  3.77333 |  15.06556 |G|  5376| 0.017932 |    |15.7 |  0.000|8|0|8|2|1|0|1
310|NGC 0054|  3.78196 |  -7.10672 |G|  5337| 0.017802 |    |14.26|  0.000|22|1|23|1|3|5|0
311|SDSS J001514.98-084803.8|  3.81246 |  -8.80108 |G|  5403| 0.018024 |    |16.9g|  0.000|6|0|39|3|1|8|0
312|SDSS J001515.37+005510.5|  3.81404 |   0.91961 |G|  2998| 0.010000 |PHOT|21.0g|  0.000|1|0|17|1|1|3|0
313|NGC 0055:[BS2000] 51|  3.84721 | -39.28733 |G|  5089| 0.016975 |    |20.3 |  0.000|1|0|0|0|1|0|0
314|CGCG 456-045|  3.85128 |  18.77351 |G|  5566| 0.018566 |    |15.6 |  0.000|8|0|15|2|2|2|0
315|UGC 00144|  3.86187 |  16.23528 |G|  5620| 0.018746 |    |15.8g|  0.000|26|0|37|2|4|8|0
316|SDSS J001529.67+144337.2|  3.87364 |  14.72702 |G|  5416| 0.018066 |    |18.1g|  0.000|4|0|35|2|2|8|0
317|SDSS J001530.03+160429.7|  3.87517 |  16.07492 |G|  5229| 0.017443 |    |18.0g|  0.000|5|0|21|1|1|4|0
318|NGC 0057|  3.87862 |  17.32852 |G|  5440| 0.018146 |    |12.67|  0.000|65|0|29|3|5|8|1
319|LDCE 0010|  3.88250 |  -7.19306 |GGroup|  5449| 0.018176 |    |     |  0.000|1|0|0|0|1|0|0
320|LDCE 0011|  3.91250 |  18.19944 |GGroup|  5297| 0.017669 |    |     |  0.000|1|0|0|0|1|0|0
321|6dF J0015402-024813|  3.91767 |  -2.80367 |G|  5483| 0.018289 |    |17.30|  0.000|3|0|1|1|1|0|0
322|HIPASS J0015-22|  3.92667 | -22.87111 |G|  3141| 0.010478 |    |     |  0.000|2|0|1|0|1|0|0
323|SDSS J001543.68-105018.5|  3.93204 | -10.83848 |G|  5217| 0.017403 |    |17.2g|  0.000|4|0|44|3|1|8|0
324|SDSS J001550.73+160520.7|  3.96142 |  16.08911 |G|  4191| 0.013979 |    |19.2g|  0.000|4|0|20|1|1|4|0
325|GALEXASC J001550.72-272918.5  |  3.96196 | -27.48886 |G|  4197| 0.014000 |    |18.77|  0.000|3|0|5|2|1|0|0
326|GALEXASC J001550.94-225510.5  |  3.96221 | -22.91975 |G|  3173| 0.010584 |    |15.78|  0.000|6|0|12|2|1|0|0
327|UGC 00148|  3.96367 |  16.08978 |G|  4213| 0.014053 |    |15.2B|  0.000|63|2|31|6|8|6|0
328|2MASX J00155166+2229036|  3.96529 |  22.48431 |G|  5726| 0.019100 |    |     |  0.000|1|0|9|0|1|2|0
329|KUG 0013+019|  3.98042 |   2.20275 |G|  5440| 0.018146 |    |15.5:|  0.000|4|1|13|1|0|2|0
330|UGC 00149|  3.98983 |  14.07556 |G|  5474| 0.018259 |    |16.6g|  0.000|39|0|49|3|5|11|0
331|UGCl 003|  3.99655 |  18.36114 |GClstr|  5230| 0.017445 |    |     |  0.000|3|0|0|0|0|0|0
332|SDSS J001559.61+161327.4|  3.99842 |  16.22431 |G|  5671| 0.018918 |    |18.1g|  0.000|5|0|21|1|1|4|0
333|2MASX J00160121+1601331|  4.00497 |  16.02596 |G|  5418| 0.018074 |    |16.5g|  0.000|16|0|50|3|3|10|0
334|2MASX J00161441-0958156|  4.05992 |  -9.97110 |G|  5327| 0.017768 |    |16.4g|  0.000|5|0|53|3|2|10|0
335|GALEXASC J001614.74-355410.0  |  4.06154 | -35.90306 |G|  4827| 0.016100 |    |19.05|  0.000|1|0|5|2|1|0|0
336|UGC 00151|  4.06160 |  10.33234 |G|  5240| 0.017479 |    |14.29|  0.000|30|1|21|3|2|7|0
337|MRK 1139|  4.06212 |  21.41747 |G|  5760| 0.019213 |    |16.5 |  0.000|10|0|12|1|2|2|0
338|HDCE 0010|  4.09042 |  48.15333 |GGroup|  5175| 0.017262 |    |     |  0.000|1|0|0|0|1|0|0
339|2MASX J00162242+2236583|  4.09337 |  22.61628 |G|  5779| 0.019277 |    |     |  0.000|5|0|9|0|1|2|0
340|AGC 100124|  4.10750 |  27.57361 |G|  4595| 0.015327 |    |17.1 |  0.000|7|0|2|0|2|0|0
341|SDSS J001628.25+010801.9|  4.11772 |   1.13387 |G|  3103| 0.010350 |    |18.9g|  0.000|3|0|24|2|0|4|0
342|UGC 00152|  4.11842 |  29.92394 |G|  4863| 0.016221 |    |15.38|  0.000|28|0|23|2|4|7|0
343|AGC 102755|  4.12708 |  30.95611 |RadioS|  4815| 0.016061 |    |     |  0.000|1|0|0|0|1|0|0
344|FAIRALL 1213|  4.13471 | -74.85147 |G|  5914| 0.019727 |    |14.9R|  0.000|2|0|14|0|1|2|1
345|SA 068:[MKK97] 208214|  4.14414 |  15.85515 |G|  4377| 0.014600 |    |20.74|  0.000|1|0|0|0|0|0|0
346|SA 068:[MKK97] 208222|  4.14490 |  15.85535 |G|  4227| 0.014100 |    |20.59|  0.000|1|0|0|0|0|0|0
347|UGC 00153|  4.17071 |  47.92144 |G|  4375| 0.014593 |    |17.  |  0.000|9|1|3|2|2|3|0
348|MRK 0943|  4.17270 | -10.55279 |G|  5256| 0.017532 |    |15.32|  0.000|22|1|62|6|6|11|0
349|SDSS J001641.53-103313.1|  4.17306 | -10.55366 |G|  5251| 0.017517 |    |     |  0.000|2|0|0|0|0|0|0
350|SDSS J001641.53+103313.6|  4.17308 |  10.55380 |G|  5243| 0.017490 |    |     |  0.000|1|0|0|0|0|0|0
351|UGC 00154|  4.17383 |   2.45956 |G|  4135| 0.013793 |    |18.  |  0.000|14|0|13|2|2|5|0
352|UGC 00155|  4.18408 |   7.07608 |G|  3966| 0.013229 |    |13.4B|  0.000|35|1|24|4|6|7|0
353|SDSS J001646.03-010629.7|  4.19183 |  -1.10825 |G|  5407| 0.018037 |    |17.5g|  0.000|5|0|44|3|2|8|0
354|MCG -01-01-064|  4.21200 |  -5.26831 |G|  3958| 0.013202 |    |15.33|  0.000|21|0|16|3|5|5|0
355|HIPASS J0016+07|  4.22833 |   7.20167 |G|  3967| 0.013234 |    |     |  0.000|2|0|0|0|1|0|0
356|CGCG 499-097|  4.23417 |  27.88992 |G|  4459| 0.014874 |    |14.7 |  0.000|12|0|16|5|3|2|0
357|CGCG 478-048|  4.23874 |  22.52289 |G|  5381| 0.017949 |    |15.1 |  0.000|9|0|1|3|3|1|0
358|UGC 00160|  4.26542 |  34.50028 |G|  4671| 0.015581 |    |16.5 |  0.000|12|0|6|2|4|4|0
359|ESDO F539-01|  4.26833 |  22.99861 |G|  4405| 0.014693 |    |16.1 |  0.000|6|0|1|0|0|0|0
360|UGC 00158|  4.27108 |  42.16136 |G|  5071| 0.016915 |    |15.21|  0.000|24|0|28|3|4|7|0
361|UGCl 005|  4.27397 |  23.52770 |GClstr|  5270| 0.017579 |    |     |  0.000|5|0|0|0|0|0|0
362|MCG +00-01-057|  4.28654 |  -0.95804 |G|  5669| 0.018909 |    |15.04|  0.000|14|0|24|3|0|5|0
363|SDSS J001708.77-005728.9|  4.28655 |  -0.95805 |G|  5665| 0.018897 |    |15.6g|  0.000|3|0|20|1|1|4|0
364|UGC 00161|  4.29208 |   6.72000 |G|  5659| 0.018876 |    |18.  |  0.000|13|1|8|2|3|3|0
365|ESO 539- G 005|  4.29250 | -19.30147 |G|  3203| 0.010684 |    |13.51|  0.000|34|1|28|5|6|18|0
366|2MASX J00171042-0303519|  4.29342 |  -3.06444 |G|  5942| 0.019820 |    |14.6R|  0.000|1|0|13|0|1|2|1
367|GALEXASC J001713.37+271454.8  |  4.30542 |  27.24833 |G|  3704| 0.012355 |    |     |  0.000|4|1|7|0|2|0|0
368|GALEXASC J001714.05-285632.8  |  4.30875 | -28.94281 |G|  5936| 0.019800 |    |18.61|  0.000|1|0|5|2|1|0|0
369|2MASX J00171505+1846179|  4.31279 |  18.77153 |G|  5249| 0.017509 |    |16.01|  0.000|17|1|9|0|0|2|0
370|SDSS J001715.44+154837.6|  4.31435 |  15.81045 |G|  5595| 0.018663 |    |21.8g|  0.000|1|0|16|1|0|4|0
371|SDSS J001715.82+011311.2|  4.31594 |   1.21980 |WD*|  5996| 0.020000 |PHOT|19.1g|  0.000|3|0|15|1|1|4|0
372|UGC 00163|  4.33083 |   6.72306 |G|  5651| 0.018850 |    |15.07|  0.000|25|1|10|2|6|5|0
373|GALEXASC J001719.77+204812.3  |  4.33125 |  20.80389 |G|  4366| 0.014563 |    |15.9 |  0.000|5|0|5|0|0|0|0
374|SDSS J001723.61+154836.7|  4.34841 |  15.81021 |G|  4197| 0.014000 |    |19.98|  0.000|3|0|15|1|0|4|0
375|UGC 00164|  4.34883 |  18.08417 |G|  5443| 0.018156 |    |14.77|  0.000|37|2|29|4|5|7|0
376|GALEXASC J001724.64-285529.4  |  4.35279 | -28.92514 |G|  5906| 0.019700 |    |18.44|  0.000|3|0|5|2|1|0|0
377|CGCG 382-041|  4.35763 |  -0.97849 |G|  5415| 0.018063 |    |16.78|  0.000|18|0|33|4|3|8|0
378|SDSS J001726.08-005839.6|  4.35867 |  -0.97772 |G|  5426| 0.018100 |    |20.7g|  0.000|4|0|20|1|2|4|0
379|GALEXASC J001732.69+223044.4  |  4.38500 |  22.51306 |G|  3695| 0.012325 |    |20   |  0.000|8|0|5|0|1|0|0
380|UGC 00166|  4.39946 |  30.20497 |G|  4834| 0.016124 |    |14.90|  0.000|32|1|23|3|7|6|0
381|2MASX J00173651+2237367|  4.40208 |  22.62683 |G|  5625| 0.018763 |    |     |  0.000|1|0|9|0|1|2|0
382|UM 225|  4.41647 |   0.50621 |G|  5192| 0.017318 |    |17.1g|  0.000|12|0|45|3|1|8|0
383|SDSS J001742.43+004137.2|  4.42682 |   0.69369 |*|  5996| 0.020000 |PHOT|16.9g|  0.000|2|0|15|1|1|3|0
384|SDSS J001742.51+152009.7|  4.42717 |  15.33603 |G|  5504| 0.018358 |    |16.7g|  0.000|5|0|37|2|3|8|0
385|SDSS J001754.21+001945.4|  4.47590 |   0.32928 |G|  5311| 0.017717 |    |17.2g|  0.000|6|0|35|2|2|8|0
386|CGCG 382-042|  4.48083 |   0.33522 |G|  5403| 0.018024 |    |15.3g|  0.000|13|0|31|4|3|8|0
387|CGCG 478-052|  4.49933 |  24.56303 |G|  5794| 0.019327 |    |14.71|  0.000|40|0|25|3|7|5|0
388|2MASX J00180628+2658522|  4.52625 |  26.98119 |G|  4744| 0.015824 |    |     |  0.000|3|0|14|0|2|2|0
389|MRK 1141|  4.53167 |  22.47877 |G|  5936| 0.019800 |    |16.0 |  0.000|21|1|20|2|2|2|0
390|UGC 00168|  4.54409 |  18.29216 |G|  5521| 0.018416 |    |16.0 |  0.000|15|1|19|2|3|7|0
391|MCG +02-01-031|  4.55037 |  13.19225 |G|  4131| 0.013780 |    |15   |  0.000|12|0|18|2|1|3|0
392|SDSS J001815.25+160038.0|  4.56356 |  16.01058 |G|  5396| 0.018000 |    |19.25|  0.000|3|0|17|1|0|4|0
393|IRAS  00156+1658|  4.57417 |  17.24694 |G|  5757| 0.019203 |    |     |  0.000|6|0|6|2|0|0|1
394|NGC 0068|  4.57704 |  30.07175 |G|  5735| 0.019130 |    |14.5 |  0.000|56|5|22|5|9|6|1
395|UGC 00169|  4.57750 |  19.39306 |G|  5422| 0.018086 |    |14.52|  0.000|18|1|14|4|5|3|0
396|GALEXASC J001823.56-572410.7  |  4.59859 | -57.40335 |G|  3622| 0.012082 |    |16.38|  0.000|5|0|8|2|1|0|0
397|UGC 00171|  4.59987 |  48.73178 |G|  5275| 0.017596 |    |14.0 |  0.000|24|1|20|7|6|7|0
398|CGCG 456-055|  4.60475 |  18.51453 |G|  5225| 0.017429 |    |15.3 |  0.000|15|0|21|2|4|2|0
399|ESO 002- G 008|  4.60808 | -83.11094 |G|  4534| 0.015124 |    |15.1b|  0.000|9|1|13|3|1|3|0
400|UGC 00175|  4.61217 |  49.99872 |G|  5283| 0.017622 |    |14.6 |  0.000|17|1|19|3|4|7|0
401|2MASX J00183334-0658535|  4.63896 |  -6.98153 |G|  5186| 0.017300 |    |17.58|  0.000|2|0|14|1|0|2|0
402|HIPASS J0018-57|  4.64708 | -57.38000 |G|  3606| 0.012028 |    |     |  0.000|2|0|1|0|1|0|0
403|2MASX J00183589-0702555|  4.64958 |  -7.04881 |G|  5396| 0.018000 |    |14.36|  0.000|28|2|22|2|0|2|0
404|GALEXASC J001836.12+242657.1  |  4.65042 |  24.44861 |G|  5761| 0.019217 |    |     |  0.000|2|0|5|0|2|0|0
405|SDSS J001836.15+003151.4|  4.65064 |   0.53095 |WD*|  5996| 0.020000 |PHOT|17.4g|  0.000|3|0|15|1|1|3|0
406|ESO 350-IG 008 NED01|  4.65379 | -35.93833 |G|  3917| 0.013066 |    |15.3R|  0.000|4|0|15|0|1|10|1
407|2MASX J00183814-3556448|  4.65888 | -35.94581 |G|  3849| 0.012839 |    |14.17|  0.000|3|0|9|0|1|2|0
408|AGC 102760|  4.69875 |  30.09556 |RadioS|  4957| 0.016535 |    |     |  0.000|1|0|0|0|1|0|0
409|UGCA 005|  4.70134 | -19.00771 |G|  3199| 0.010670 |    |14.83|  0.000|27|8|19|4|3|17|0
410|GALEXASC J001850.30+290524.4  |  4.71000 |  29.08889 |G|  4813| 0.016054 |    |     |  0.000|3|0|4|0|2|0|0
411|ESDO F539-04|  4.71083 |  19.98500 |G|  5542| 0.018486 |    |17.0 |  0.000|5|0|2|0|0|0|0
412|UGC 00178|  4.72135 |  48.01689 |G|  5113| 0.017055 |    |14.5 |  0.000|14|0|12|5|3|5|0
413|IC 0007|  4.72150 |  10.59469 |G|  5367| 0.017902 |    |14.7 |  0.000|21|1|18|2|2|2|0
414|GALEXASC J001855.49+240946.2  |  4.73083 |  24.16306 |G|  5984| 0.019960 |    |     |  0.000|2|0|5|0|2|0|0
415|UGC 00181|  4.75033 |  19.39786 |G|  5354| 0.017859 |    |15.23|  0.000|17|0|17|2|5|7|0
